chunk_id,title,content,char_count,category
77,제6조(보험금 등의 지급한도 ),"제6조(보험금 등의 지급한도 )
 
①회사는 1회의 보험사고에 대하여 다음과 같이 보상합니다 . 이 경우 보험가입금액 (보상한도액 )과 자기부담금은 
각각 보험증권에 기재된 금액을 말합니다 . 
1.",111,보장내용
78,제2조(보상하는 손해),"제2조(보상하는 손해)
 제2호 ‘다’목 또는 ‘라’목의 비용 : 이 비용과 제1호에 의한 보상액의 합계액을 
보험가입금액 (보상한도액 )의 한도내에서 보상합니다 .
②보험기간 중 발생하는 사고에 대한 회사의 보상총액은 보험증권에 기재된 보험가입금액 (보상한도액 )을 한도로 
합니다 .",161,기타
79,제7조(보험금의 분담),"제7조(보험금의 분담)
 
①이 특별약관 계약에서 보장하는 위험과 같은 위험을 보장하는 다른 계약(공제계약을 포함합니다 )이 있을 경우 
각 계약에 대하여 다른 계약이 없는 것으로 하여 각각 산출한 보상책임액의 합계액이 손해액을 초과할 때에는 
회사는 아래에 따라 손해를 보상합니다 . 이 계약과 다른 계약이 모두 의무보험인 경우에도 같습니다 .
손해액 ×이 계약의 보상책임액
다른 계약이 없는 것으로 하여 각각 계산한 보상책임액의 합계액
②이 계약이 의무보험이 아니고 다른 의무보험이 있는 경우에는 다른 의무보험에서 보상되는 금액(피보험자가 
가입을 하지 않은 경우에는 보상될 것으로 추정되는 금액)을 차감한 금액을 손해액으로 간주하여 제1항에 
의한 보상할 금액을 결정합니다 .
③피보험자가 다른 계약에 대하여 보험금 청구를 포기한 경우에도 회사의 제1항에 의한 지급보험금 결정에는 
영향을 미치지 않습니다 .",456,보장내용
80,제8조(손해방지의무 ),"제8조(손해방지의무 )
 
①보험사고가 생긴 때에는 계약자 또는 피보험자는 아래의 사항을 이행하여야 합니다 .
1.손해의 방지 또는 경감을 위하여 노력하는 일(피해자에 대한 응급처치 , 긴급호송 또는 그 밖의 긴급조치를 
포함합니다 )
2.제3자로부터 손해의 배상을 받을 수 있는 경우에는 그 권리를 지키거나 행사하기 위한 필요한 조치를 취하는 
일
3.손해배상책임의 전부 또는 일부에 관하여 지급(변제), 승인 또는 화해를 하거나 소송, 중재 또는 조정을 
제기하거나 신청하고자 할 경우에는 미리 회사의 동의를 받는 일
②계약자 또는 피보험자가 정당한 이유 없이 제1항의 의무를 이행하지 않았을 때에는",338,기타
81,제2조(보상하는 손해),"제2조(보상하는 손해)
에 
의한 손해에서 다음의 금액을 뺍니다 .
=== Page 21 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 211.제1항 제1호의 경우에는 그 노력을 하였더라면 손해를 방지 또는 경감할 수 있었던 금액
2.제1항 제2호의 경우에는 제3자로부터 손해의 배상을 받을 수 있었던 금액
3.제1항 제3호의 경우에는 소송비용 (중재 또는 조정에 관한 비용 포함) 및 변호사비용과 회사의 동의를 받지 
않은 행위에 의하여 증가된 손해",308,기타
82,제9조(손해배상청구에 대한 회사의 해결),"제9조(손해배상청구에 대한 회사의 해결)
 
①피보험자가 피해자에게 손해배상책임을 지는 사고가 생긴 때에는 피해자는 이 약관에 의하여 회사가 
피보험자에게 지급책임을 지는 금액 한도내에서 회사에 대하여 보험금의 지급을 직접 청구할 수 있습니다 . 
그러나 회사는 피보험자가 그 사고에 관하여 가지는 항변으로써 피해자에게 대항할 수 있습니다 .
②회사가 제1항의 청구를 받았을 때에는 지체없이 피보험자에게 통지하여야 하며, 회사의 요구가 있으면 계약자 
및 피보험자는 필요한 서류증거의 제출, 증언 또는 증인출석에 협조하여야 합니다 .
③피보험자가 피해자로부터 손해배상의 청구를 받았을 경우에 회사가 필요하다고 인정할 때에는 피보험자를 
대신하여 회사의 비용으로 이를 해결할 수 있습니다 . 이 경우에 회사의 요구가 있으면 계약자 또는 
피보험자는 이에 협력하여야 합니다 .
④계약자 및 피보험자가 정당한 이유 없이 제2항 , 제3항의 요구에 협조하지 않았을 때에는 회사는 그로 인하여 
늘어난 ",516,보장내용
83,제10조(합의․절충․중재․소송의 협조․대행 등),"제10조(합의․절충․중재․소송의 협조․대행 등)
 
①회사는 피보험자의 법률상 손해배상책임을 확정하기 위하여 피보험자가 피해자와 행하는 합의·절충·중재 또는 
소송(확인의 소를 포함합니다 )에 대하여 협조하거나 , 피보험자를 위하여 이러한 절차를 대행할 수 있습니다 .
②회사는 피보험자에 대하여 보상책임을 지는 한도내에서 제1항의 절차에 협조하거나 대행합니다 .
【보상책임을 지는 한도】동일한 사고로 이미 지급한 보험금이나 가지급보험금이 있는 경우에는 그 금액을 
공제한 액수를 말합니다 .
③회사가 제1항의 절차에 협조하거나 대행하는 경우에는 피보험자는 회사의 요청에 따라 협력해야 하며, 
피보험자가 정당한 이유없이 협력하지 않을 경우에는 그로 말미암아 늘어난 손해에 대해서 보상하지 
않습니다 .
④회사는 다음의 경우에는 제1항의 절차를 대행하지 않습니다 .
1.피보험자가 피해자에 대하여 부담하는 법률상의 손해배상책임액이 보험증권에 기재된 
보험가입금액 (보상한도액 )을 명백하게 초과",733,보장내용
84,제11조(대위권 ),"제11조(대위권 )
 
①회사가 보험금을 지급한 때(현물보상한 경우를 포함합니다 )에는 회사는 지급한 보험금의 한도내에서 아래의 
권리를 가집니다 . 다만, 회사가 보상한 금액이 피보험자가 입은 손해의 일부인 경우에는 피보험자의 권리를 
침해하지 않는 범위내에서 그 권리를 가집니다 .
1.피보험자가 제3자로부터 손해배상을 받을 수 있는 경우에는 그 손해배상청구권
2.피보험자가 손해배상을 함으로써 대위 취득하는 것이 있을 경우에는 그 대위권
②계약자 또는 피보험자는 제1항에 의하여 회사가 취득한 권리를 행사하거나 지키는 것에 관하여 조치를 
하여야 하며, 또한 회사가 요구하는 증거 및 서류를 제출하여야 합니다 .
③회사는 제1항, 제2항에도 불구하고 타인을 위한 보험계약의 경우에는 계약자에 대한 대위권을 포기합니다 .
=== Page 22 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 2",622,보장내용
85,제12조(사기에 의한 계약),"제12조(사기에 의한 계약)
 
계약자 , 피보험자 또는 이들의 대리인의 사기에 의하여 계약이 성립되었음을 회사가 증명하는 경우에는 
계약체결일부터 5년 이내(사기사실을 안 날부터 1개월 이내)에 계약을 취소할 수 있습니다 .",127,기타
86,제13조(계약의 무효),"제13조(계약의 무효)
 
계약을 맺을 때에 보험사고가 이미 발생하였을 경우 이 계약은 무효로 합니다 . 다만, 회사의 고의 또는 과실로 
인하여 계약이 무효로 된 경우와 회사가 승낙 전에 무효임을 알았거나 알 수 있었음에도 불구하고 보험료를 
반환하지 않은 경우에는 보험료를 납입한 날의 다음날부터 반환일까지의 기간에 대하여 회사는 보험개발원이 
공시하는 보험계약대출이율을 연단위 복리로 계산한 금액을 더하여 돌려 드립니다 .",241,기타
87,제14조(타인을 위한 계약),"제14조(타인을 위한 계약)
 
①계약자는 타인을 위한 계약을 체결하는 경우에 그 타인의 위임이 없는 때에는 반드시 이를 회사에 알려야 
하며, 이를 알리지 않았을 때에는 그 타인은 이 계약이 체결된 사실을 알지 못하였다는 사유로 회사에 이의를 
제기할 수 없습니다 .
②타인을 위한 계약에서 보험사고가 발생한 경우에 계약자가 그 타인에게 보험사고의 발생으로 생긴 손해를 
배상한 때에는 계약자는 그 타인의 권리를 해하지 않는 범위 안에서 회사에 보험금의 지급을 청구할 수 
있습니다 .",273,보장내용
88,제15조(준용규정 ),"제15조(준용규정 )

이 특별약관에 정하지 아니한 사항은 보통약관을 따릅니다 .
해외여행중 휴대품손해 (분실제외 , 자기부담금 1만원, 보상한도 개당20만원(단, 이동통신단말기 10만원)) 
특별약관",113,기타
89,제1조(용어의 정의),"제1조(용어의 정의)
 
이 특별약관에서 사용되는 용어의 정의는 이 계약의 다른 조항에서 달리 정의되지 않는 한 다음과 같습니다 .
1.계약 관련 용어
가.피보험자 : 보험사고로 인하여 손해를 입은 사람(법인인 경우에는 그 이사 또는 법인의 업무를 집행하는 그 
밖의 기관)을 말합니다 .  
나.보험의 목적: 피보험자가 보통약관",185,용어정의
90,제3조(보험금의 지급사유 ),"제3조(보험금의 지급사유 )
의 여행도중에 휴대하는 피보험자 
소유․사용․관리의 휴대품을 말합니다 . 
2.보상 관련 용어
가.보험가입금액 : 회사와 계약자간에 약정한 금액으로 보험사고가 발생할 때 회사가 지급할 최대 보험금을 
말합니다 .
나.보험가액 : 재산보험에 있어 피보험 이익을 금전으로 평가한 금액으로 보험목적에 발생할 수 있는 최대 
손해액을 말합니다 .(회사가 실제 지급하는 보험금은 보험가액을 초과할 수 없습니다 )
다.자기부담금 : 보험사고로 인하여 발생한 손해에 대하여 계약자 또는 피보험자가 부담하는 일정 금액을 
말합니다 .
라.보험금 분담: 이 계약에서 보장하는 위험과 같은 위험을 보장하는 다른 계약(공제계약을 포함합니다 )이 있을 
경우 비율에 따라 손해를 보상합니다 . 
마.대위권 : 회사가 보험금을 지급하고 취득하는 법률상의 권리를 말합니다 .",436,보장내용
91,제2조(보상하는 손해),"제2조(보상하는 손해)

=== Page 23 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 23①회사는 피보험자가 보통약관",125,기타
92,제3조(보험금의 지급사유 ),"제3조(보험금의 지급사유 )
의 여행도중에 생긴 우연한 사고에 의하여 보험의 
목적에 입은 손해를 이 특별약관에 따라 보험가입금액을 한도로 보상합니다 .
②제1항의 보험의 목적은 피보험자가 여행도중에 휴대하는 피보험자 소유․사용․관리의 휴대품에 한합니다 .
③아래의 물건은 보험의 목적에 포함되지 않습니다 .
1.통화, 유가증권 , 인지, 우표, 신용카드 , 쿠폰, 항공권 , 여권 등 이와 비슷한 것
2.원고, 설계서 , 도안, 물건의 원본, 모형, 증서, 장부, 금형(쇠틀), 목형(나무틀 ), 소프트웨어 및 이와 비슷한 것
3.선박 또는 자동차 (자동 3륜차, 자동 2륜차 포함)
4.산악 등반이나 탐험 등에 필요한 용구
5.동물, 식물
6.의치, 의수족 , 콘택트렌즈
7.기타(보험증권에 특별히 기재된 것)",400,보장내용
93,제3조(보상하지 않는 손해),"제3조(보상하지 않는 손해)

회사는 아래의 사유를 원인으로 하여 생긴 손해는 보상하지 않습니다 .
1.계약자나 피보험자의 고의 또는 중대한 과실
2.피보험자에게 보험금이 지급되도록 하기 위하여 피보험자와 여행을 같이 하는 친족 또는 고용인이 고의로 
일으킨 손해
3.압류, 징발, 몰수, 파괴 등 국가 또는 공공기관의 공권력 행사. 단, 화재, 소방, 피난에 필요한 처리로 된 
경우를 제외합니다 .
4.보험의 목적의 흠으로 생긴 손해. 그러나 계약자 , 피보험자 또는 이들을 대신하여 보험의 목적을 관리하는 
자가 상당한 주의를 하였음에도 불구하고 발견하지 못한 흠으로 인한 손해는 보상합니다 .
5.보험의 목적의 자연소모 , 녹, 곰팡이 , 변질, 변색등과 쥐나 벌레로 인한 손해
6.단순한 외관상의 손해로 기능에는 지장이 없는 손해
7.보험의 목적인 액체의 유출. 단, 그 결과로 다른 보험의 목적에 생긴 손해는 보상합니다 .
8.보험의 목적의 방치 또는 분실
9.지진, 분화, 해일 또",727,보장내용
94,제4조(보험금 지급사유의 통지),"제4조(보험금 지급사유의 통지)
 
①보험의 목적에 손해가 생긴 경우 계약자 또는 피보험자는 지체없이 이를 회사에 알려야 합니다 .
②계약자 또는 피보험자가 제1항의 통지를 게을리하여 손해가 증가된 때에는 회사는 그 증가된 손해는 
보상하여 드리지 않습니다 . 
③회사가 제1항에 대한 손해의 사실을 확인하기 어려운 경우에는 계약자 또는 피보험자에게 필요한 증거자료의 
제출을 요청할 수 있습니다 .",224,보장내용
95,제5조(손해방지의무 ),"제5조(손해방지의무 )

①보험사고가 생긴 때에는 계약자 또는 피보험자는 손해의 방지와 경감에 힘써야 합니다 . 만약 고의 또는 
중대한 과실로 이를 게을리한 때에는 방지 또는 경감할 수 있었을 것으로 밝혀진 부분을 손해액에서 뺍니다 .
②회사는 제1항의 손해방지 또는 경감에 소요된 필요 또는 유익한 비용(이하 “손해방지비용 ”이라 합니다 ) 
=== Page 24 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 24",289,기타
96,제7조(지급보험금의 계산),"제7조(지급보험금의 계산)

①회사가 지급할 보험금은 손해액에서 1회의 사고에 대하여 보험증권에 기재된 자기부담금을 공제한 금액으로 
합니다 .
②보험의 목적의 손상을 수선할 경우에는 보험의 목적을 손해발생 직전의 상태로 복원하는데 필요한 비용을 
제1항의 손해액으로 합니다 .
③보험의 목적이 1조 또는 1쌍으로 된 경우에 있어, 그 일부에 손해가 생겼을 때 그 손해가 당해 보험목적 
전체의 가치에 미치는 영향을 고려하여 손해액을 결정합니다 . 이 경우에 당해 부분의 수선비가 보험가액을 
초과하는 경우를 제외하고는 어떠한 경우에도 전부 손해로 볼 수 없습니다 .
④보험의 목적의 1개 또는 1조, 1쌍에 대한 제1항의 지급할 보험금은 200,000 원을 한도로 합니다 . 다만, 
이동통신단말기 (공단말기 포함)에 대해서는 100,000 원을 한도로 합니다 .
⑤보험의 목적에 대하여 이 특별약관 계약에서 보상하는 위험과 같은 위험을 보상하는 다른 계약(공제계약 (각종 
공제회에 가입되어",660,보장내용
97,제8조(잔존물 및 도난품의 귀속),"제8조(잔존물 및 도난품의 귀속)

①회사가 보험금을 지급하였을 때에는 보험의 목적의 잔존물은 회사가 그것을 취득할 의사를 표시하지 않은 
경우에 한하여 피보험자에게 귀속되는 것으로 합니다 .
②도난당한 보험의 목적이 발견된 때에는 아래에 따라 처리합니다 .
1.회사가 손해보상을 하기 전에 보험의 목적을 회수하였을 때에는 그 회수물에 대해 도난손해가 발생하지 
않았던 것으로 합니다 .
2.회사가 손해배상을 한 후에 보험의 목적이 회수된 경우에 그 소유권이 회사에 귀속되는 것으로 합니다 . 이 
경우 회사는 이를 타당한 값으로 매각하고 , 그 대금이 보험의 목적에 대하여 보상한 금액과 회수 또는 매각에 
소요된 필요비용을 합한 금액을 넘을 때에는 그 초과액을 피보험자에게 돌려 드립니다 . 그러나 피보험자는 
보험의 목적의 매각 전에 지급받은 보험금을 회사에 반환하고 그 물건을 찾아갈 수 있습니다 .
③제2항과 관련하여 보험의 목적에 도난, 강탈 이외의 원인으로 생긴 손해 및 계약자나 ",539,보장내용
98,제9조(대위권 ),"제9조(대위권 )

①회사가 보험금을 지급한 때에는 회사는 지급한 보험금 한도 내에서 계약자 또는 피보험자가 제3자에 대하여 
가지는 손해배상 청구권을 취득합니다 . 다만, 회사가 보상한 금액이 피보험자가 입은 손해의 일부인 경우에는 
피보험자의 권리를 침해하지 않는 범위 내에서 그 권리를 취득합니다 .
②계약자 또는 피보험자는 제1항에 의하여 회사가 취득한 권리를 행사하거나 지키는 것에 관하여 필요한 
조치를 하여야 하며, 또한 회사가 요구하는 증거 및 서류를 제출하여야 합니다 . 이에 필요한 비용은 회사가 
드립니다 .
③회사는 제1항, 제2항에도 불구하고 타인을 위한 계약의 경우에는 계약자에 대한 대위권을 포기합니다 .
④회사는 제1항에 따른 권리가 계약자 또는 피보험자와 생계를 같이 하는 가족에 대한 것인 경우에는 그 권리를 
=== Page 25 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . ",570,보장내용
99,제10조(사기에 의한 계약),"제10조(사기에 의한 계약)
 
계약자 , 피보험자 또는 이들의 대리인의 사기에 의하여 계약이 성립되었음을 회사가 증명하는 경우에는 
계약체결일부터 5년 이내(사기사실을 안 날부터 1개월 이내)에 계약을 취소할 수 있습니다 .",127,기타
100,제11조(계약의 무효),"제11조(계약의 무효)
 
계약을 맺을 때에 보험의 목적에 이미 사고가 발생하였을 경우 이 계약은 무효로 합니다 . 다만, 회사의 고의 또는 
과실로 인하여 계약이 무효로 된 경우와 회사가 승낙 전에 무효임을 알았거나 알 수 있었음에도 불구하고 
보험료를 반환하지 않은 경우에는 보험료를 납입한 날의 다음날부터 반환일까지의 기간에 대하여 회사는 
보험개발원이 공시하는 보험계약대출이율을 연단위 복리로 계산한 금액을 더하여 돌려 드립니다 .",247,기타
101,제3조(보험금의 지급사유 ),"제3조(보험금의 지급사유 )
의 여행도중 (이하 “여행도중 ”이라 합니다 )에 피보험자가 탑승한 항공기 
또는 선박이 행방불명 또는 조난된 경우 또는 산악등반 중에 조난된 경우 
2.여행도중에 급격하고도 우연한 외래의 사고에 따라 긴급수색구조 등이 필요한 상태로 된 것이 경찰 등의 
공공기관에 의하여 확인된 경우 
3.보통약관",184,보장내용
102,제3조(보험금의 지급사유 ),"제3조(보험금의 지급사유 )
의 상해를 직접원인으로 하여 사고일부터 1년 이내에 사망한 경우 또는 
7일 이상 계속 입원한 경우(다른 의료기관으로 이전한 경우에는 이전에 소요된 기간을 입원 중으로 봅니다 . 
다만, 그 이전에 대하여는 치료를 위하여 의사가 필요하다고 인정한 경우에 한합니다 . 이하 같습니다 .)
4.질병을 직접 원인으로 하여 여행도중에 사망한 경우 또는 여행도중에 질병을 직접 원인으로 하여 7일 이상 
계속 입원한 경우. 다만, 입원에 대하여는 여행도중에 의사가 치료를 개시한 질병으로 인한 입원에 한합니다 .
②제1항 제1호의 산악등반 중 피보험자의 조난이 확실치 않은 경우에는 피보험자의 하산 예정일이후 계약자 
또는 피보험자의 법정상속인이나 이들을 대신한 사람이 경찰서 등의 공공기관 , 조난구조대 , 해난구조회사 또는 
항공회사에 수색을 의뢰한 것을 조난이 발생한 것으로 봅니다 .",454,보장내용
103,제2조(비용의 범위),"제2조(비용의 범위)

①회사가 보상하는 비용의 범위는 아래와 같습니다 .
1.수색구조비용
조난당한 피보험자를 수색, 구조 또는 이송(이하 “수색”이라 합니다 )하는 활동에 필요한 비용중 이들의 활동에 
종사한 사람으로부터의 청구에 의하여 지급한 비용을 말합니다 .
2.항공운임 등 교통비
피보험자의 수색, 간호 또는 사고처리를 위하여 사고발생지 또는 피보험자의 법정상속인 (그 대리인을 
포함합니다 . 이하 “구원자 ”라 합니다 )의 현지 왕복교통비를 말하며 2명분을 한도로 합니다 .
3.숙박비
현지에서의 구원자의 숙박비를 말하여 구원자 2명분을 한도로 하여 1명당 14박을 한도로 합니다 .
4.이송비용
피보험자가 사망한 경우 그 유해(시신을 포함합니다 )를 현지로부터 보험증권에 기재된 피보험자의 주소지에 
=== Page 26 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 26이송하는데",727,필요서류
104,제3조(보상하지 않는 손해),"제3조(보상하지 않는 손해)

회사는 아래의 사유를 원인으로 하여 생긴 손해는 보상하지 않습니다 .
1.지진, 분화, 해일 또는 이와 비슷한 천재지변
2.계약자나 피보험자의 고의
3.보험수익자의 고의. 다만, 그 보험수익자가 보험금의 일부 보험수익자인 경우에는 다른 보험수익자에 대한 
보험금은 지급합니다 .
4.피보험자의 자해, 자살, 자살미수 , 형법상의 범죄행위 또는 폭력행위 (다만, 형법상 정당방위 , 긴급피난 및 
정당행위로 인정되는 경우에는 보상하여 드립니다 )
5.전쟁, 외국의 무력행사 , 혁명, 내란, 사변, 폭동, 소요, 기타 이들과 유사한 사태
6.핵연료 물질 또는 핵연료 물질에 의하여 오염된 물질의 방사성 , 폭발성 또는 그 밖의 유해한 특성에 의한 
사고
【핵연료물질 】사용된 연료를 포함합니다 .
【핵연료물질에 의하여 오염된 물질】원자핵 분열 생성물을 포함합니다 .
7.위 제6호 이외의 방사선을 쬐는 것 또는 방사능 오염",477,보장내용
105,제2조(비용의 범위),"제2조(비용의 범위)
의 비용중 정당하다고 인정된 부분에 대해 1사고당 또는 질병당 10만원을 공제한 후 
나머지 금액의 20%를 추가로 공제한 후 보상해 드리며 , 계약자 , 피보험자 또는 보험수익자가 타인으로부터 
손해배상을 받을 수 있는 경우에는 그 금액을 지급하지 않습니다 .",159,면책사항
106,제1조(보상하는 손해),"제1조(보상하는 손해)
의 비용에 대하여 보험금을 지급할 다수의 계약이 체결되어 있는 경우에는 각 계약에 
대하여 다른 계약이 없는 것으로 하여 각각 산출한 보상책임액의 합계액이 그 비용을 초과했을 때 회사는 이 
특별약관 계약에 의한 보상책임액의 전기합계액 (각각 산출한 보상책임액의 합계액 )에 대한 비율에 따라 보험금을 
지급하여 드립니다 .",195,보장내용
107,제3조(보험금의 지급사유 ),"제3조(보험금의 지급사유 )
의 여행도중에 피보험자가 승객으로서 탑승한 항공기가 
=== Page 27 ===
© 2025 처브그룹 . Chubb®, 처브 로고 그리고 Chubb. Insured.SM 는 처브그룹의 등록상표입니다 . 
06/2025 27납치됨 (이하 “사고”라 합니다 )에 따라 예정목적지에 도착할 수 없게 된 동안에 대하여 매일 70,000 원씩 
지급하여 드립니다 .
②제1항의 항공기의 납치라 함은 부당한 의도를 가진 폭력, 폭행 또는 폭력이나 폭행의 위협으로서 항공기를 
탈취하거나 지배권을 행사하는 것을 말합니다 .",303,보장내용
108,제1조(보상하는 손해),"제1조(보상하는 손해)
에 정한 보험금을 지급하여 드립니다 .
②또한 항공기가 최초의 명백한 사고가 있기 이전에 비행장에서 출발이 지연되었을 경우에는 제1항의 12시간에 
그러한 지연시간을 합한 시간 이후부터의 24시간을 1일로 봅니다 .",134,보장내용
109,제3조(다른 보험과의 관계),"제3조(다른 보험과의 관계)

이 특별약관과 유사한 다수의 계약이 동시에 효력을 가질 경우에는 피보험자나 보험수익자 혹은 그의 
법정상속인이 선정하는 하나의 계약에서만 보상하며 , 회사는 그 계약 이외의 다른 계약에 대하여는 이미 납입된 
해당보험료를 돌려 드립니다 .",151,기타
110,제1조(보장종목 ),"제1조(보장종목 )
 
회사는 기본형 해외여행 실손의료비 특별약관을 상해의료비형 , 질병의료비형 등 2가지 이내의 보장종목으로 
구성하며 , 계약자는 이들 2개 보장종목 중 한 가지 이상을 선택하여 가입할 수 있습니다 . 또한, 세부구성항목의 
해외 및 국내치료비도 선택하여 가입할 수 있습니다 .
보장종목 세부구성항목 보상하는 내용
상해의료비해외피보험자가 해외여행 중에 입은 상해로 인하여 해외의료기관주1)에서 의료비가 
발생한 경우에 보상
국내(급여)피보험자가 해외여행 중에 입은 상해로 인하여 의료기관에 입원 또는 통원하여 
급여주2)치료를 받거나 급여 처방조제를 받은 경우에 보상
질병의료비해외피보험자가 해외여행 중에 질병으로 인하여 해외의료기관주1)에서 의료비가 발생한 
경우에 보상
국내(급여)피보험자가 해외여행 중에 질병으로 인하여 의료기관에 입원 또는 통원하여 
급여주2)치료를 받거나 급여 처방조제를 받은 경우에 보상
주1) 해외의료기관은 해외소재 의료기관을 말하며 , 해외소재",664,기타
111,제3조(보장종목별 보상내용 ),"제3조(보장종목별 보상내용 )

회사가 이 계약의 보험기간 중 보장종목별로 각각 보상하는 내용은 다음과 같습니다 .
보장종목 세부구성항목 보상하는 사항
(1)상해의료비해외①회사는 피보험자가 보험증권에 기재된 해외여행 중에 상해를 입고, 이로 인해 
해외의료기관에서 의사(치료받는 국가의 법에서 정한 병원 및 의사의 자격을 
가진 자에 한함)의 치료를 받은 때에는 보험가입금액을 한도로 피보험자가 
실제 부담한 의료비 전액을 보상합니다 .
②제1항에도 불구하고 척추지압술 (Chiroparactic, 추나요법 등)이나 침술(부항, 뜸 
포함) 치료로 인한 의료비는 치료받는 국가의 법에서 정한 병원 및 의사의 
자격을 가진 자에 의하여 치료를 받은 경우에 한하며 , 하나의 상해에 대하여 
US $1000.00 한도로 보상하여 드립니다 .
③제1항의 상해에는 유독가스 또는 유독물질을 우연히 일시에 흡입, 흡수 또는 
섭취한 결과로 생긴 중독증상이 포함됩니다 . 다만, 유독가스 또는 유독물질을 ",1564,기타
112,제4조(보상하지 않는 사항),"제4조(보상하지 않는 사항)
 
회사가 보상하지 않는 사항은 보장 종목별로 다음과 같습니다 .보장종목 세부구성항목 보상하는 사항
보험기간이 1년 미만인 경우에는 해외여행 중에 질병을 원인으로 하여 
보험기간 종료후 30일(보험기간 종료일은 제외합니다 ) 이내에 의사의 치료를 
받기 시작했을 때에는 의사의 치료를 받기 시작한 날부터 180일(통원은 180일 
동안 90회)까지만 (치료를 받기 시작한 날을 포함합니다 ) 보상합니다 .
보장종목 세부구성항목 보상하지 않는 사항
(1)상해의료비 해외①회사는 다음의 사유로 인하여 생긴 의료비는 보상하지 않습니다 .
1.피보험자가 고의로 자신을 해친 경우. 다만, 피보험자가 심신상실 등으로 
자유로운 의사결정을 할 수 없는 상태에서 자신을 해친 사실이 증명된 
경우에는 보상합니다 .
2.보험수익자가 고의로 피보험자를 해친 경우. 다만, 그 보험수익자가 보험금의 
일부 보험수익자인 경우에는 다른 보험수익자에 대한 보험금은 지급합니다 .
3.계약자",3162,보장내용
113,제4조(보상하지 않는 사항),"제4조(보상하지 않는 사항)
에도 불구하고 다음 각 호에 해당하는 국내 
상해의료비 및 국내 질병의료비는 기본형 해외여행 실손의료비 특별약관에서 보상하지 않습니다 .
1.비급여의료비 
2.제1호와 관련하여 자동차보험 (공제를 포함합니다 ) 또는 산재보험에서 발생한 본인부담의료비
②제1항 제1호 및 제2호에서 정한 의료비와 다른 의료비가 함께 청구되어 각 항목별 의료비가 구분되지 않는 보장종목 세부구성항목 보상하지 않는 사항
(2)질병의료비 해외③회사는 다음의 의료비에 대하여는 보상하지 않습니다 .
1.치아보철 , 보존, 금관, 틀니, 의치 및 임플란트로 인한 의료비 .
2.건강검진 (단, 검사결과 이상 소견에 따라 건강검진센터 등에서 발생한 추가 
의료비용은 보상합니다 ), 예방접종 , 인공유산에 든 비용. 다만, 회사가 보상하는 
질병 치료를 목적으로 하는 경우에는 보상합니다 .
3.영양제 , 비타민제 , 호르몬 투여(다만, 국민건강보험의 요양급여 기준에 해당하는 
성조숙증을 치료",1895,보장내용
114,제5조(보험가입금액 한도 등),"제5조(보험가입금액 한도 등)
 
①이 계약의 보험가입금액은 (1)상해의료비 해외, (2)질병의료비 해외의 경우 각각에 대하여 계약시 계약자가 
선택한 금액, (1)상해의료비 국내(급여), (2)질병의료비 국내(급여)의 경우 연간 (1)상해의료비 국내(급여)에 
대하여 입원과 통원의 보상금액을 합산하여 5천만원 이내에서 , (2)질병의료비 국내(급여)에 대하여 입원과 
통원의 보상금액을 합산하여 5천만원 이내에서  회사가 정한 금액 중 계약자가 선택한 금액을 말하며 ,",266,기타
115,제3조(보장종목별 보상내용 ),"제3조(보장종목별 보상내용 )
에 의한 의료비를 이 금액 한도 내에서 보상합니다 .
②이 계약에서 ‘연간’이라 함은 계약일로부터 매1년 단위로 도래하는 계약해당일 전일까지의 기간을 말하며 , 
입원 또는 통원 치료시 해당일이 속한 보험연도의 보험가입금액 한도를 적용합니다 . 
③(1)상해의료비 국내(급여), (2)질병의료비 국내(급여)의 경우 제1항 및 제2항에도 불구하고 
「국민건강보험법 」에 따른 본인부담금 상한제 또는「의료급여법 」에 따른 본인부담금 보상제 및 본인부담금 
상한제 적용항목은 실제 본인이 부담한 금액(「국민건강보험법 」 또는 「의료급여법 」 등 관련 법령에서 사전 
또는 사후 환급이 가능한 금액은 제외한 금액)을 한도로",362,기타
116,제3조(보장종목별 보상내용 ),"제3조(보장종목별 보상내용 )
에서 정한 입원의 경우 
보상금액을 제외한 나머지 금액(‘「국민건강보험법 」에서 정한 요양급여 또는 「의료급여법 」에서 정한 
의료급여 중 본인부담금 ’(본인이 실제로 부담한 금액을 말합니다 )의 20%에 해당하는 금액)이 계약일 또는 
매년 계약해당일부터 기산하여 연간 200만원을 초과하는 경우 그 초과금액은 제1항의 한도내에서 보상합니다 .
⑤",212,기타
